REVIEW_YEAR,EFFECTIVE_DATE,PREMIUM_BEFORE,SUM_ASSURED_BEFORE,CRITICAL_ILLNESS_BEFORE,AGE_AT_REVIEW,OPTIMUM_PREMIUM_5Y,OPTIMUM_PREMIUM_10Y,BRANCH,REVIEW_OUTCOME,ASSIGNED_FLAG,ASTERISKED_ORPHAN,SINGLE,JOINT_LIFE_1ST,DUAL_LIFE,PRIMARY_AGENT_STATUS
10,26/02/2019,134.01,110557.5,Yes,59,231.29,277.05,Cork,Lapsed Immediately,N,N,N,N,Y,Inactive
10,01/03/2019,102.1,127628.0,Yes,53,124.99,178.39,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,27/02/2019,161.31,40722.5,Yes,56,188.02,214.72,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,01/03/2019,85.39,78286.0,Yes,51,180.77,199.84,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,11/03/2019,77.93,162068.0,Yes,48,100.82,134.2,Fermoy,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,11/03/2019,140.71,52766.0,Yes,60,213.19,243.71,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,11/03/2019,136.04,488669.0,No,50,151.3,237.13,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,28/03/2019,258.87,570112.0,No,40,304.65,350.89,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,15/03/2019,180.86,309490.0,Yes,44,226.64,267.64,Galway South,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,19/03/2019,220.91,813410.0,No,52,291.48,440.22,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,19/03/2019,105.78,325779.0,Yes,37,115.32,156.34,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,20/03/2019,71.87,60775.5,Yes,55,117.65,135.78,East Gate,Option 3 - Maintain current premium and reduce benefits,N,Y,Y,N,N,Inactive
10,14/03/2019,140.4,118057.0,Yes,52,270.09,309.19,Moynalty,Lapsed Immediately,N,N,N,N,Y,Inactive
10,01/04/2019,97.73,162891.0,Yes,47,166.39,191.19,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
10,01/03/2019,116.36,310266.0,Yes,49,141.16,226.99,Tralee,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,25/03/2019,152.93,40722.0,Yes,56,212.06,206.34,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/04/2019,105.87,162891.0,Yes,47,178.35,210.78,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/04/2019,154.79,70355.5,Yes,60,261.6,306.42,East Gate,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,05/04/2019,83.88,285056.5,No,52,95.33,147.79,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,15/04/2019,153.16,580293.0,Yes,40,156.98,199.42,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,10/04/2019,134.03,684137.0,No,50,256.09,297.1,Cork,Option 1a - Other Premium Increase,Y,N,N,N,Y,Inactive
10,25/03/2019,151.12,389307.0,Yes,40,181.64,224.08,Cork,Option 1 - 5 year increase,Y,Y,N,N,Y,Inactive
10,01/04/2019,50.49,243101.0,Yes,35,60.03,69.57,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,29/03/2019,117.18,195469.0,Yes,51,223.99,265.0,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,01/04/2019,118.57,243101.0,Yes,47,164.35,193.91,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/04/2019,60.29,97157.0,Yes,46,66.02,90.81,Galway,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
10,01/04/2019,161.85,488669.0,Yes,43,257.22,304.43,Cork,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Active
10,01/04/2019,106.29,162889.5,Yes,58,197.84,233.13,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,02/04/2019,148.63,203613.0,Yes,50,253.54,293.58,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,03/04/2019,72.93,133706.0,No,58,107.27,134.92,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,03/04/2019,140.71,267349.0,Yes,48,159.79,219.87,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,15/04/2019,132.3,165375.0,Yes,42,155.19,190.48,Galway South,Lapsed Immediately,N,Y,N,N,Y,Inactive
10,03/04/2019,147.75,407224.0,Yes,42,184.0,219.76,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,03/04/2019,97.73,73485.5,Yes,42,120.62,135.88,East Gate,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
10,09/04/2019,262.12,1628894.0,No,46,294.54,433.75,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/05/2019,267.36,388558.0,Yes,53,473.31,615.38,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,15/04/2019,81.45,86291.0,No,66,171.11,213.06,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,16/04/2019,151.94,87046.5,Yes,48,167.2,202.02,Fermoy,Option 1 - 5 year increase,N,Y,Y,N,N,Inactive
10,17/04/2019,113.91,536039.0,Yes,37,136.8,171.13,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,10/04/2019,81.45,133570.0,No,55,115.79,141.54,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,23/04/2019,97.58,300000.0,Yes,46,139.55,167.2,East Gate,Lapsed Immediately,Y,N,N,N,Y,Inactive
10,29/04/2019,49.32,65000.0,No,53,87.47,107.51,Roscommon,Option 1 - 5 year increase,Y,N,Y,N,N,Inactive
10,29/04/2019,60.82,15194.0,Yes,61,72.27,84.19,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,30/04/2019,282.0,408916.5,No,47,465.06,543.73,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,30/04/2019,119.74,169031.5,No,60,138.82,196.99,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,01/05/2019,107.24,244334.0,No,61,227.4,310.84,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,01/05/2019,123.18,162891.0,Yes,49,231.9,263.85,Tralee,Option 3a - Reduce Premium and Benefits,N,Y,N,N,Y,Inactive
10,04/06/2019,54.0,250000.0,No,38,59.73,70.7,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,04/06/2019,54.66,354589.0,No,44,68.02,85.18,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,20/06/2019,56.33,170000.0,Yes,39,67.78,91.63,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,19/06/2019,46.93,240000.0,No,38,54.56,67.91,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,24/06/2019,72.4,450625.0,No,45,106.74,127.72,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,17/06/2019,38.59,159862.5,No,44,50.04,70.55,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,25/06/2019,93.81,348426.0,No,47,164.38,212.06,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/07/2019,127.12,162891.0,Yes,53,249.18,285.91,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,02/07/2019,50.0,25000.0,No,57,99.6,132.02,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,02/07/2019,204.18,733003.0,No,54,383.45,487.39,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,09/09/2019,139.01,203613.0,Yes,46,169.53,201.0,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/10/2019,75.6,195469.0,No,59,151.9,186.24,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,14/10/2019,63.82,22718.5,No,70,170.64,214.51,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,23/04/2019,84.41,162889.5,Yes,40,107.3,123.52,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,17/04/2019,162.84,203612.0,Yes,38,189.55,218.64,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,01/05/2019,221.41,513102.0,Yes,46,339.65,381.6,East Gate,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,27/05/2019,185.67,162891.0,Yes,62,345.87,405.47,Dublin,Lapsed Immediately,N,N,N,N,Y,Inactive
10,01/05/2019,86.79,63814.0,Yes,45,113.5,133.53,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,01/05/2019,149.93,195468.5,No,58,355.91,396.43,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,13/05/2019,251.34,285056.5,Yes,54,335.26,390.56,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,13/05/2019,184.7,203612.5,Yes,51,205.69,316.29,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,15/05/2019,127.61,162891.0,Yes,50,150.5,222.03,Fermoy,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,02/05/2019,179.22,320000.0,Yes,46,251.7,284.12,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,20/05/2019,140.02,236189.5,No,58,269.71,335.52,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,04/06/2019,152.38,20000.0,No,77,266.82,303.0,South Dublin,Option 4 - Cover allowed to expire,N,N,N,N,Y,Active
10,27/05/2019,121.17,73300.5,No,65,258.49,311.89,Fermoy,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
10,05/06/2019,182.71,325779.0,Yes,48,318.12,361.03,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Inactive
10,05/06/2019,83.03,387832.5,Yes,37,103.07,123.57,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,04/06/2019,89.55,110000.0,Yes,51,112.44,142.96,Cork,Option 1 - 5 year increase,Y,N,Y,N,N,Active
10,28/05/2019,206.84,221618.0,Yes,50,302.2,376.11,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,28/05/2019,35.0,72500.0,Yes,44,54.08,58.85,Roscommon,Lapsed Immediately,N,Y,Y,N,N,Inactive
10,28/05/2019,134.28,243101.0,Yes,43,187.69,221.07,Moynalty,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,29/05/2019,105.54,182924.0,Yes,49,120.8,157.04,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,04/06/2019,88.04,49612.5,No,60,103.3,145.26,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,04/06/2019,140.98,244334.0,Yes,51,259.23,275.45,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,04/06/2019,206.84,147747.0,Yes,52,260.25,322.23,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,07/06/2019,237.29,447945.5,Yes,50,397.48,454.22,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Active
10,10/06/2019,79.0,21271.5,Yes,61,113.34,137.66,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,10/06/2019,54.69,72930.5,Yes,50,77.58,94.75,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,10/06/2019,49.36,20101.0,Yes,58,142.83,95.14,Roscommon,Lapsed Immediately,N,Y,Y,N,N,Inactive
10,12/06/2019,88.38,179179.0,Yes,41,145.61,160.87,East Gate,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,01/07/2019,77.0,200000.0,Yes,47,138.04,159.02,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,18/06/2019,116.2,238634.5,Yes,49,192.49,210.62,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,24/06/2019,93.35,98412.5,Yes,55,165.83,186.81,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,08/07/2019,86.36,162891.0,No,55,101.62,146.45,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,28/06/2019,81.45,24433.0,Yes,60,142.49,155.85,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,25/06/2019,162.9,235763.5,Yes,48,284.96,322.16,Dublin,Option 1a - Other Premium Increase,N,N,N,N,Y,Active
10,25/06/2019,115.2,105878.0,Yes,52,237.26,247.76,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/07/2019,246.12,359987.0,No,53,566.49,667.56,Galway,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,01/07/2019,122.63,126239.5,Yes,48,145.52,221.81,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,23/07/2019,59.1,295491.0,Yes,44,66.73,86.77,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,10/07/2019,50.0,231525.0,No,47,76.71,91.97,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,15/07/2019,165.38,28506.0,No,75,205.44,272.19,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/07/2019,93.35,379533.0,No,48,171.55,222.09,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,03/07/2019,231.53,116349.0,Yes,56,281.13,343.11,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,22/07/2019,82.44,162891.0,Yes,46,120.59,139.2,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,22/07/2019,118.2,132972.0,Yes,42,137.28,176.38,Cork,Option 1 - 5 year increase,Y,N,Y,N,N,Active
10,22/07/2019,91.35,138455.5,No,50,156.2,182.43,Combine,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,01/08/2019,209.51,32579.0,No,69,425.97,461.48,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,29/07/2019,405.15,175107.0,Yes,55,789.45,821.8,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,29/07/2019,529.25,977337.0,Yes,54,1059.24,1190.79,East Gate,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,06/08/2019,46.31,138915.5,No,50,69.2,77.79,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/08/2019,167.79,162891.0,Yes,48,205.94,239.32,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,06/08/2019,130.32,110737.0,Yes,60,248.57,276.23,Moynalty,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,01/08/2019,81.45,136303.0,Yes,43,138.68,146.31,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,27/08/2019,115.76,231525.0,Yes,44,153.91,214.94,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,12/08/2019,63.92,407224.0,No,42,75.37,93.49,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,14/08/2019,125.0,300000.0,Yes,38,151.71,176.51,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,26/08/2019,114.21,99166.0,No,64,209.58,266.32,Moynalty,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Active
10,12/08/2019,114.03,162891.0,Yes,50,148.37,179.84,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,28/08/2019,81.45,162889.5,Yes,42,100.53,126.28,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,12/08/2019,81.45,89591.0,No,62,119.6,170.16,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,12/08/2019,115.76,150491.0,Yes,43,131.02,162.02,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,12/08/2019,59.85,284970.0,Yes,45,63.67,90.37,Cork,Option 2 - 10 year increase,Y,N,N,N,Y,Active
10,12/08/2019,278.24,259887.0,No,57,285.87,390.29,Fermoy,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,12/08/2019,97.73,242955.0,No,49,101.55,161.63,Cork,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,01/08/2019,86.36,366500.0,Yes,43,135.96,155.99,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,26/08/2019,123.8,98549.5,Yes,59,238.24,295.94,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,02/09/2019,81.67,12217.0,No,80,186.59,218.05,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,28/08/2019,508.52,197627.0,No,69,699.17,909.84,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,26/08/2019,114.21,203612.0,Yes,46,217.21,243.9,Fermoy,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,26/08/2019,105.87,407224.0,Yes,49,145.93,191.7,Fermoy,Option 4 - Cover allowed to expire,Y,N,N,N,Y,Inactive
10,02/09/2019,82.95,139768.5,No,52,119.2,144.47,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,26/08/2019,277.03,488669.0,Yes,49,502.05,567.36,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,03/09/2019,120.0,160000.0,Yes,45,127.63,168.65,Moynalty,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,30/08/2019,176.74,244334.5,Yes,45,272.09,302.61,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,30/08/2019,275.02,268768.0,Yes,53,431.39,474.78,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,02/09/2019,113.98,35177.5,No,69,196.0,237.0,Galway,Option 1 - 5 year increase,N,N,Y,N,N,Active
10,16/09/2019,101.02,97734.0,No,57,200.2,239.3,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,02/09/2019,207.99,426615.5,Yes,49,356.75,419.68,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,09/09/2019,108.87,38587.5,No,69,213.78,266.22,Cork,Option 3a - Reduce Premium and Benefits,N,N,Y,N,N,Active
10,09/09/2019,196.25,425143.0,Yes,47,245.85,334.52,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,11/09/2019,123.18,407224.0,Yes,43,134.63,176.59,Fermoy,Option 2 - 10 year increase,N,N,N,N,Y,Inactive
10,09/09/2019,111.2,81445.0,Yes,50,126.46,152.21,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,09/09/2019,176.69,310266.0,No,58,315.91,375.03,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,09/09/2019,81.23,150000.0,Yes,43,119.38,138.45,Fermoy,Option 3 - Maintain current premium and reduce benefits,Y,Y,N,N,Y,Active
10,09/09/2019,136.41,482434.0,Yes,44,208.89,241.32,Roscommon,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,03/10/2019,47.18,260000.0,No,40,54.81,71.98,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,23/09/2019,189.65,325779.0,Yes,40,208.73,256.41,Dublin,Option 2 - 10 year increase,N,Y,N,N,Y,Inactive
10,12/09/2019,105.25,366500.0,No,50,162.47,192.99,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,09/09/2019,156.94,180000.0,No,63,305.71,391.53,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/10/2019,149.86,162891.0,Yes,48,214.71,258.58,Dublin,Lapsed Immediately,N,N,N,N,Y,Inactive
10,23/09/2019,94.55,295491.0,No,46,125.07,162.26,Cork,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,25/09/2019,150.0,160000.0,Yes,54,172.89,228.2,Fermoy,Option 1a - Other Premium Increase,Y,N,N,N,Y,Active
10,01/10/2019,176.74,325779.0,Yes,46,237.77,281.64,Dublin,Lapsed Immediately,N,Y,N,N,Y,Inactive
10,30/09/2019,110.0,250000.0,Yes,45,148.15,182.48,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/10/2019,96.31,40722.0,No,74,201.22,246.52,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,21/10/2019,129.11,325779.0,No,56,251.17,275.97,Galway,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,29/10/2019,98.99,325779.5,No,50,152.4,183.87,Dublin,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,07/10/2019,51.72,155134.0,No,48,61.26,79.87,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,29/10/2019,166.9,270397.0,Yes,45,353.8,399.57,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/10/2019,131.05,162891.0,Yes,50,249.3,267.9,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,14/10/2019,81.45,244334.0,Yes,38,96.71,120.56,Galway South,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,14/10/2019,256.83,325779.5,Yes,49,397.96,450.88,Cork,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,15/10/2019,108.6,244334.0,Yes,49,150.57,182.99,Moynalty,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,30/10/2019,76.0,150000.0,Yes,44,102.71,124.65,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,14/10/2019,269.94,488669.0,Yes,53,355.76,466.36,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,14/10/2019,164.27,203613.0,No,71,349.26,436.99,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,29/10/2019,103.28,40722.5,Yes,57,152.88,159.55,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,01/11/2019,159.13,202939.5,No,48,231.61,276.43,Roscommon,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,29/10/2019,200.0,65000.0,No,75,272.48,376.9,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/11/2019,87.37,162889.5,Yes,44,144.59,165.57,Fermoy,Option 3 - Maintain current premium and reduce benefits,Y,N,Y,N,N,Inactive
10,04/11/2019,117.18,618981.0,Yes,38,159.15,187.75,Tralee,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,11/11/2019,201.02,167512.0,Yes,57,326.89,351.69,Galway,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,11/11/2019,54.69,60775.5,Yes,48,69.95,82.36,Moynalty,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,11/11/2019,125.12,122167.0,No,58,277.7,347.32,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,Y,N,N,Inactive
10,18/11/2019,116.2,488669.0,No,48,211.57,233.5,Roscommon,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/11/2019,162.53,44323.0,Yes,64,219.75,266.97,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,01/11/2019,115.02,472379.0,Yes,39,141.73,170.34,Fermoy,Option 1 - 5 year increase,N,Y,N,N,Y,Inactive
10,20/11/2019,107.51,263882.0,Yes,47,164.73,185.71,Fermoy,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,05/11/2019,155.91,244334.5,Yes,50,304.68,343.78,Dublin,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Active
10,26/11/2019,118.9,286650.0,Yes,49,164.67,226.67,Galway South,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,29/10/2019,201.69,684137.0,Yes,51,316.12,398.13,Moynalty,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,11/11/2019,194.48,17017.5,No,72,215.47,302.47,Roscommon,Option 1 - 5 year increase,N,N,Y,N,N,Inactive
10,11/11/2019,159.88,82405.0,Yes,54,209.48,228.07,Dublin,Option 3 - Maintain current premium and reduce benefits,N,Y,N,N,Y,Inactive
10,20/11/2019,66.7,193200.0,No,47,104.85,122.02,Galway,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,18/11/2019,142.99,187500.0,No,51,272.68,342.3,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,28/11/2019,297.01,692282.0,Yes,48,634.53,749.43,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Inactive
10,20/11/2019,138.02,81944.0,No,60,290.6,347.81,Fermoy,Option 4 - Cover allowed to expire,N,N,N,N,Y,Inactive
10,02/12/2019,66.7,369000.0,No,42,91.5,111.53,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,09/12/2019,87.37,380347.0,No,46,152.22,179.88,Cork,Option 3 - Maintain current premium and reduce benefits,Y,N,N,N,Y,Inactive
10,05/12/2019,134.01,167512.0,Yes,46,214.12,263.7,Roscommon,Option 3 - Maintain current premium and reduce benefits,Y,Y,Y,N,N,Inactive
10,02/12/2019,85.32,217187.0,No,51,153.99,186.42,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,29/11/2019,164.63,244334.0,Yes,48,221.85,270.49,Moynalty,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,29/11/2019,196.8,347288.0,Yes,50,234.95,329.34,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,02/12/2019,170.89,110250.0,Yes,58,193.78,286.29,South Dublin,Lapsed Immediately,N,Y,Y,N,N,Inactive
10,09/12/2019,83.39,40722.5,Yes,50,121.54,138.24,Tralee,Option 4 - Cover allowed to expire,N,N,Y,N,N,Active
10,18/12/2019,171.05,397451.0,Yes,53,361.75,394.18,Dublin,Option 1a - Other Premium Increase,Y,N,N,N,Y,Active
10,02/12/2019,77.57,141946.5,No,56,169.12,190.11,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,09/12/2019,126.18,57881.0,No,67,170.06,245.87,Dublin,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Active
10,09/12/2019,170.76,183252.0,Yes,52,235.61,287.59,East Gate,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,09/12/2019,80.41,38000.0,No,70,118.56,157.67,Galway,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,09/12/2019,140.71,67005.0,Yes,57,190.31,236.08,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,09/12/2019,104.03,232699.0,Yes,42,134.55,159.83,Dublin,Option 1 - 5 year increase,Y,N,N,N,Y,Active
10,26/11/2019,85.51,50418.0,Yes,57,146.55,157.05,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Active
10,09/12/2019,184.95,402029.0,No,53,425.24,543.47,Fermoy,Option 3 - Maintain current premium and reduce benefits,N,N,N,N,Y,Inactive
10,09/12/2019,200.36,122166.0,Yes,64,387.26,454.0,Fermoy,Option 3a - Reduce Premium and Benefits,N,N,N,N,Y,Inactive
10,09/12/2019,172.78,162891.0,Yes,55,264.33,340.15,Cork,Option 1a - Other Premium Increase,Y,N,N,N,Y,Active
10,09/12/2019,160.49,244335.0,Yes,50,229.15,262.54,Dublin,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
10,10/12/2019,140.36,40722.0,No,74,172.79,260.05,Cork,Option 1 - 5 year increase,N,N,N,N,Y,Inactive
